".formParticipationWaiver.part5.text1.3","I am also aware that these dangers, risks, and hazards exist on terrain that may be uncontrolled, unmarked, and uninspected.","Mir ist auch bewusst, dass diese Gefahren und Risiken in möglicherweise unkontrolliertem, nicht markiertem und ungeprüftem Gelände auftreten können."
".formParticipationWaiver.part6.title1","ALCOHOL AND ILLEGAL SUBSTANCES","ALKOHOL UND ILLEGALE SUBSTANZEN"
".formParticipationWaiver.part6.text1.1","If I use, consume or am under the influence of alcohol or illegal drugs prior to or while engaging in the Adventure Activities,","Wenn ich vor oder während der Teilnahme an Abenteueraktivitäten Alkohol oder illegalen Drogen konsumiere oder unter deren Einfluss stehe,"
".formParticipationWaiver.part6.text1.2","EVEN IN THE EVENT OF NEGLIGENCE OR FAULT BY THE RELEASEES OR OTHER THIRD PERSONS AND/OR THIRD PARTIES, I ASSUME AND ACCEPT ALL SUCH RISKS, DANGERS AND HAZARDS AND THE POSSIBILITY OF PERSONAL INJURY, DEATH, PROPERTY DAMAGE AND LOSS RESULTING THEREFROM AND WILL INDEMNIFY THE RELEASEES FROM ANY AND ALL LIABILITY FOR ANY DAMAGE TO PROPERTY OR PERSONAL INJURY TO ANY THIRD PARTY, RESULTING FROM MY ENGAGEMENT IN THE ADVENTURE ACTIVITIES, WHILE, DURING OR AFTER CONSUMPTION OF ILLEGAL DRUGS OR ALCOHOL.","ÜBERNEHME UND AKZEPTIERE ICH ALLE RISIKEN UND GEFAHREN SOWIE DIE DARAUS RESULTIERENDE GEFAHR VON VERLETZUNG, TOD, SACHSCHADEN UND VERLUST AUCH IM FALLE VON FAHRLÄSSIGKEIT ODER SCHULD SEITENS DER ENTLASTETEN ODER ANDERER DRITTER UND HALTE DIE ENTLASTETEN SCHAD- UND KLAGLOS IM HINBLICK AUF ALLE HAFTUNGEN FÜR SACHSCHÄDEN ODER PERSONENSCHÄDEN, DIE DRITTEN AUFGRUND MEINER TEILNAHME AN DEN ABENTEUERAKTIVITÄTEN WÄHREND ODER NACH DEM KONSUM VON ILLEGALEN DROGEN ODER ALKOHOL ENTSTEHEN."
".formParticipationWaiver.part6.text1.3","I AM AWARE OF THE RISKS, DANGERS, AND HAZARDS ASSOCIATED WITH ADVENTURE ACTIVITIES  AND I FREELY ACCEPT AND FULLY ASSUME ALL SUCH RISKS, DANGERS, AND HAZARDS AND THE POSSIBILITY OF PERSONAL INJURY, DEATH, PROPERTY DAMAGE, AND LOSS RESULTING THEREFROM.","ICH BIN MIR DER MIT ABENTEUERAKTIVITÄTEN VERBUNDENEN RISIKEN UND GEFAHREN BEWUSST UND NEHME FREIWILLIG ALLE DAMIT VERBUNDENEN RISIKEN UND GEFAHREN SOWIE DIE DARAUS RESULTIERENDE GEFAHR VON VERLETZUNG, TOD, SACHSCHADEN UND VERLUST AUF MICH."
".formParticipationWaiver.part7.title1","RELEASE OF LIABILITY, WAIVER OF CLAIMS, AND INDEMNITY AGREEMENT","VEREINBARUNG ZU HAFTUNGSVERZICHT, VERZICHT AUF ANSPRÜCHE UND HAFTUNGSFREISTELLUNG"
".formParticipationWaiver.part7.text1","In consideration of the RELEASEES allowing me to participate in Adventure Activities and permitting me the use of their property and equipment, where applicable, and for other good and valuable consideration, the receipt and sufficiency of which is acknowledged, I hereby agree as follows:","Im Gegenzug dafür, dass die ENTLASTETEN mir die Teilnahme an Abenteueraktivitäten sowie gegebenenfalls die Nutzung ihres Eigentums und ihrer Ausrüstung gestatten und für sonstige Gegenleistungen, deren Erhalt und Angemessenheit ich anerkenne, stimme ich den folgenden Punkten zu:"
".formParticipationWaiver.part7.text2.1","TO WAIVE ANY AND ALL CLAIMS","AUF ALLE ANSPRÜCHE ZU VERZICHTEN"
".formParticipationWaiver.part7.text2.2","that I now have or may have in the future against","die ich gegen die "
".formParticipationWaiver.part7.text2.3","THE RELEASEES and to RELEASE THE RELEASEES from","ENTLASTETEN habe oder künftig haben könnte, und DIE ENTLASTETEN von jeglicher Haftung FREIZUSTELLEN "
".formParticipationWaiver.part7.text2.4","any and all liability for any loss, damage, expense or injury including death that I may suffer, or my next of kin may suffer, resulting from either my participation in Adventure Activities","für Verluste, Schäden, Kosten oder Verletzung einschließlich Tod, die ich oder meine nächsten Angehörigen aufgrund meiner Teilnahme an Abenteueraktivitäten erleiden könnte(n), und zwar "
".formParticipationWaiver.part7.text2.5","DUE TO ANY CAUSE WHATSOEVER, INCLUDING NEGLIGENCE, BREACH OF CONTRACT, OR BREACH OF ANY STATUTORY OR OTHER DUTY OF CARE ON THE PART OF THE RELEASEES, AND ALSO INCLUDING THE FAILURE ON THE PART OF THE RELEASEES TO SAFEGUARD OR PROTECT ME FROM THE RISKS DANGERS AND HAZARDS OF ADVENTURE ACTIVITIES REFERRED TO ABOVE;","AUS BELIEBIGEM GRUND, EINSCHLIESSLICH FAHRLÄSSIGKEIT, VERTRAGSBRUCH ODER VERLETZUNG EINER GESETZLICHEN ODER SONSTIGEN SORGFALTSPFLICHT SEITENS DER ENTLASTETEN, SOWIE DEM VERSÄUMNIS SEITENS DER ENTLASTETEN, MICH VOR DEN OBEN GENANNTEN RISIKEN UND GEFAHREN VON ABENTEUERAKTIVITÄTEN ZU SCHÜTZEN;"
".formParticipationWaiver.part7.text3.1","TO HOLD HARMLESS AND INDEMNIFY THE RELEASEES","DIE ENTLASTETEN SCHAD- UND KLAGLOS ZU HALTEN "
".formParticipationWaiver.part7.text3.2","from any and all liability for damage to property or personal injury to any third party resulting from my participation in the Adventure Activities;","in Bezug auf jegliche Haftung für Sachschäden oder Personenschäden, die Dritte aufgrund meiner Teilnahme an den Abenteueraktivitäten erleiden;"
".formParticipationWaiver.part7.text4","This Agreement shall be effective and binding upon my heirs, next of kin, executors, administrators, assigns and representatives, in the event of my death or incapacity.","Diese Vereinbarung ist im Falle meines Todes oder meiner Handlungsunfähigkeit auch für meine Erben, nächsten Angehörigen, Testamentsvollstrecker, Nachlassverwalter, Abtretungsempfänger und Vertreter gültig und bindend."
".formParticipationWaiver.part7.text5","This Agreement and any rights, duties, and obligations as between the parties to this agreement shall be governed by and interpreted solely in accordance with the laws of the Province of Ontario and no other jurisdiction and;","Diese Vereinbarung und alle Rechte, Pflichten und Verpflichtungen zwischen den Parteien dieser Vereinbarung unterliegen ausschließlich den Gesetzen der Provinz Ontario und sind ausschließlich in diesem Sinne auszulegen und;"
".formParticipationWaiver.part7.text6","2. Any litigation involving the parties to this Agreement shall be brought solely within the Province of Ontario and shall be within the exclusive jurisdiction of the Courts of the Province of Ontario.","2. Alle Rechtsstreitigkeiten betreffend die Parteien dieses Abkommens werden ausschließlich in der Provinz Ontario verhandelt und unterliegen der ausschließlichen Zuständigkeit der Gerichte der Provinz Ontario."
".formParticipationWaiver.part8.text1","I AM NOT RELYING UPON ANY ORAL OR WRITTEN REPRESENTATIONS OR STATEMENTS MADE BY THE RELEASEES WITH RESPECT TO THE SAFETY OF ADVENTURE ACTIVITIES OTHER THAN WHAT IS SET FORTH IN THIS AGREEMENT.","ICH VERLASSE MICH AUF KEINE MÜNDLICHEN ODER SCHRIFTLICHEN ZUSICHERUNGEN ODER AUSSAGEN DER ENTLASTETEN IN BEZUG AUF DIE SICHERHEIT VON ABENTEUERAKTIVITÄTEN, DIE NICHT IN DIESER VEREINBARUNG FESTGEHALTEN SIND."
".formParticipationWaiver.part9.text1","I CONFIRM THAT I HAVE READ AND UNDERSTAND THIS AGREEMENT PRIOR TO CHECKING THE BOX BELOW CONFIRMING MY AGREEMENT, AND I AM AWARE THAT BY AGREEING TO THE TERMS OF THIS AGREEMENT BY CHECKING THE BOX BELOW I AM WAIVING CERTAIN LEGAL RIGHTS WHICH I OR MY HEIRS, NEXT OF KIN, EXECUTORS, ADMINISTRATORS, ASSIGNS AND REPRESENTATIVES MAY HAVE AGAINST THE RELEASEES.","ICH BESTÄTIGE, DASS ICH DIESE VEREINBARUNG GELESEN UND VERSTANDEN HABEN, BEVOR ICH DURCH AKTIVIEREN DES KONTROLLKÄSTCHENS UNTEN MEINE ZUSTIMMUNG DAZU GEBE. MIR IST BEWUSST, DASS ICH DURCH MEINE ZUSTIMMUNG ZU DEN BEDINGUNGEN DIESER VEREINBARUNG, WELCHE ICH DURCH AKTIVIEREN DES KONTROLLKÄSTCHENS UNTEN GEBE, AUF BESTIMMTE RECHTSANSPRÜCHE VERZICHTE, DIE ICH ODER MEINE ERBEN, NÄCHSTEN ANGEHÖRIGEN, TESTAMENTSVOLLSTRECKER, NACHLASSVERWALTER, ABTRETUNGSEMPFÄNGER UND VERTRETER GEGEN DIE ENTLASTETEN HABEN KÖNNEN."
".formParticipationWaiver.part10.text1","FOR PARTICIPANTS OF MINORITY AGE, I HEREBY CERTIFY THAT I, PARENT/GUARDIAN WITH LEGAL RESPONSIBILITY FOR THIS PARTICIPANT OF MINORITY AGE, DO CONSENT AND AGREE TO HIS/HER RELEASE OF ALL THE RELEASEES, AND FOR MYSELF, MY HEIRS, ASSIGNS, AND NEXT OF KIN, I RELEASE AND AGREE TO INDEMNIFY THE RELEASEES FOR ANY AND ALL LIABILITIES INCIDENT TO THIS PARTICIPANT OF MINORITY AGE’S PARTICIPATION IN THESE ADVENTURE ACTIVITIES.","FÜR MINDERJÄHRIGE TEILNEHMER BESTÄTIGE ICH HIERMIT ALS ELTERNTEIL/GESETZLICHER VORMUND DIESES MINDERJÄHRIGEN TEILNEHMERS, DASS ICH DER FREISTELLUNG ALLER ENTLASTETEN ZUSTIMME, UND ICH IN MEINEM NAMEN UND IM NAMEN MEINER ERBEN, ABTRETUNGSEMPFÄNGER UND NÄCHSTEN ANGEHÖRIGEN HIERMIT DIE ENTLASTETEN VON SÄMTLICHEN VERBINDLICHKEITEN IM ZUSAMMENHANG MIT DER TEILNAHME DIESES MINDERJÄHRIGEN TEILNEHMERS AN DIESEN ABENTEUERAKTIVITÄTEN FREISTELLE."
".formLiabilityWaiver.stubText","{waiverText}","{waiverText}"
".formLiabilityWaiver.part1.title1","ACKNOWLEDEGMENT AND ASSUMPTION OF RISK","BESTÄTIGUNG UND RISIKOÜBERNAHME"
".formLiabilityWaiver.part2.text1","There is currently a heightened risk in travelling to one
                                                 or more of the destinations on your trip.","In mindestens einem Land, das du auf deiner Reise besuchst,
besteht derzeit ein erhöhtes Risiko."
".formLiabilityWaiverKayaking.stubText","{waiverText}","{waiverText}"
".formLiabilityWaiverKayaking.part1.title1","KAYAKING ACKNOWLEDEGMENT AND ASSUMPTION OF RISK","KAJAK-BESTÄTIGUNG UND RISIKOÜBERNAHME"
".formLiabilityWaiverKayaking.part2.text1","There is a heightened risk in the activities included in
                                                 your trip.","Die in deiner Reise inbegriffenen Aktivitäten sind mit erhöhtem Risiko verbunden."
".formLabels.stubCompletionLiabilityWaiverPrompt.thisDocument","this document","dieses Dokument"
".formWaiver.waiverComeBackLater","Once your booking is confirmed, please return here to complete
                                             this waiver.","Wenn deine Buchung bestätigt wurde,
fülle bitte hier diese Verzichtserklärung aus."
".formWaiver.mustBeSignedByParent","Because you are currently under the age of 18, please
                                                                 ensure your parent/guardian agrees to this waiver on your behalf.","Da du unter 18 Jahre alt bist, muss ein Elternteil/gesetzlicher Vormund
für dich dieser Verzichtserklärung zustimmen."
".formWaiver.waiverDifferentUserIncomplete","This waiver must be signed by {name}.","Diese Verzichtserklärung muss von {name} unterzeichnet werden."
".formWaiver.theParentOfName","the parent of {paxName}","Elternteil von {paxName}"
".formWaiver.waiverDifferentUserComplete","This waiver was signed by {name}.","Diese Verzichtserklärung wurde von {name} unterzeichnet."
".navModal.header","You have unsaved changes!","Deine Änderungen wurden noch nicht gespeichert!"
".navModal.message","Are you sure you want to navigate away from this page? You will lose any unsaved changes.","Möchtest du diese Seite wirklich verlassen? Nicht gespeicherte Änderungen gehen verloren."
".navModal.buttonYes","Yes","Ja"
".navModal.buttonNegative","No","Nein"
".requirementNav.prev","Prev","Zurück"
".requirementNav.next","Next","Weiter"
".updateTag.completed","Completed","Fertig"
".updateTag.update","Update","Aktualisieren"
".requirementList.legal","All personal information provided to G Adventures by travellers is collected,
                            used, and disclosed only in accordance with the G Adventures Privacy Policy,
                            which can be accessed anytime at: {privacyPolicyLink}.","Alle von Reisenden an G Adventures übermittelten persönlichen Daten werden
ausschließlich gemäß der Datenschutzrichtlinie von G Adventures gesammelt,
verwendet und offengelegt. Die Datenschutzrichtlinie ist jederzeit hier einsehbar :"
".requirementCards.counter","{completed}/{total}","{completed}/{total}"
".formAcknowledgements.reasonText","Sometimes change happens. And sometimes things are just a little bit
                                         out of the ordinary. By reviewing this information, we help you make
                                         sure there are no surprises coming your way.","Manchmal gibt es kurzfristige Änderungen und manchmal passiert auf Reisen etwas Unvorhergesehenes. Diese Informationen helfen uns und dir, sicherzustellen, dass es keine bösen Überraschungen gibt."
".formContactInformation.reasonText","This information helps us stay in touch in case of any emergencies or
                                         last-minute changes throughout your trip.","Wir benötigen diese Informationen, damit wir dich bei Notfällen
oder kurzfristigen Änderungen während deiner Reise erreichen können."
".formEmergencyContactInformation.reasonText","Let us know who to get in touch with.","Lass uns wissen, wen wir im Notfall kontaktieren sollen."
".formInsuranceInformation.reasonText","We go to some pretty unique destinations on our tours. We want to be sure all
                                         your insurance details are sorted out ahead of time so we’re prepared for
                                         anything. Plus, if you forget to bring this information with you, we’ll have it
                                         right on hand.","Unsere Reisen führen an einige außergewöhnliche Orte und wir wollen sicherstellen, dass du den passenden Versicherungsschutz hast, damit wir auf alle Eventualitäten vorbereitet sind. Außerdem haben wir diese Informationen dann gespeichert, falls du vergessen solltest, sie mitzunehmen."
".formFlightInformation.reasonText","This information not only lets us know when you’ll be arriving, but it also
                                         helps us ensure your trips to and from your tour go as smoothly as possible.","Mithilfe dieser Informationen wissen wir genau, wann du ankommst,
und können sicherstellen, dass deine An- und Abreise so reibungslos wie möglich verläuft."
".formParticipationWaiver.reasonText","The following waiver makes sure you know what to expect from your tour.","Die folgende Erklärung soll sicherstellen, dass du weißt, was dich auf deiner Reise erwartet."
".formMedicalInformation.reasonText.1","You're responsible for assessing whether a tour is suitable for you.
                                         This includes consulting your physician on your fitness for travel or
                                         participation in any planned activities, vaccinations or other medical
                                         precautions based on your unique circumstances.","Es obliegt deiner Verantwortung, zu beurteilen, ob eine Reise für dich geeignet ist oder nicht. Dazu gehört, dass du deine Reisefähigkeit und deine Fähigkeit zur Teilnahme an geplanten Aktivitäten sowie eventuell nötige Impfungen und sonstige individuelle medizinische Vorsichtsmaßnahmen mit deinem Arzt besprichst."
".formMedicalInformation.reasonText.2","Certain activities may be inaccessible to you if your mobility
                                         is limited in any way.","Wenn du in irgendeiner Weise in deiner Mobilität eingeschränkt bist,
kannst du unter Umständen an bestimmten Aktivitäten nicht teilnehmen."
".formMedicalInformation.reasonText.3","We reserve the right to request further information or professional
                                         medical opinions when necessary for your safety or the safe operation
                                         of a tour. If we determine that a medical condition renders you unfit
                                         for travel or you may be a danger to yourself or others, we reserve the
                                         right to deny you permission to travel or participate in any aspect of
                                         the tour, and you may be removed from your trip with no refund or
                                         compensation payable.","Wir behalten uns das Recht vor, gegebenenfalls weitere Informationen oder ärztliche Gutachten einzuholen, wo dies für deine Sicherheit oder die sichere Durchführung der Reise erforderlich ist. Wir behalten uns das Recht vor, dir die Teilnahme an der Reise oder einem Teil davon zu verweigern, wenn wir der Auffassung sind, dass du aufgrund deines Gesundheitszustandes nicht reisetauglich bist oder eine Gefahr für dich oder andere darstellst. In diesem Fall können wir dich von der (weiteren) Teilnahme an der Reise ausschließen, ohne dass du Anspruch auf eine Rückerstattung oder Entschädigung hast."
".formMedicalInformation.reasonText.4","If there are any changes to your medical condition or to your responses
                                         above after submission to G Adventures, you must notify G Adventures
                                         immediately. G Adventures may require additional information in the
                                         event of any change. If the information you have provided is inaccurate
                                         as of your date of travel you may be removed from your trip with no
                                         refund or compensation payable.","Sollte sich nach der Übermittlung an G Adventures etwas an deinem Gesundheitszustand oder an deinen Antworten oben ändern, musst du G Adventures unverzüglich informieren. Im Falle einer Änderung kann G Adventures zusätzliche Informationen von dir verlangen. Sollten die von dir übermittelten Informationen zum Zeitpunkt deiner Reise nicht korrekt sein, kann dir die Teilnahme an der Reise verweigert werden, ohne dass du Anspruch auf eine Rückerstattung oder Entschädigung hast."
".formPassportDetails.reasonText","Your passport details are required by most airlines and permits in order
                                         to issue your items.","Deine Reisepassdaten werden von Fluggesellschaften und für Genehmigungen benötigt."
".formPersonalInformation.reasonText","This helps us make sure your adventure is tailored just for you.","Diese Informationen helfen uns, deine Reise für dich maßzuschneidern."
".formTransferInformation.reasonText","When you travel, sometimes there’s more to think about than just your
                                         upcoming adventure. This information helps us know where you’re located
                                         before you travel with us, and how you’re getting to your G Adventures tour.","Beim Reisen gibt es manchmal mehr zu bedenken als nur die Abenteuer, die auf dich warten. Dank diesen Informationen wissen wir, wo du dich vor deiner Reise mit uns aufhältst und wie du zu uns kommst."
".formTravelDocuments.reasonText","Sometimes locations will ask visitors for a few additional details
                                         ahead of time.","Manche Länder benötigen vorab noch weitere Details von Besuchern."
".formMessage.formNotFound","Could not find desired form.","Gewünschtes Formular nicht gefunden."
".formMessages.vouchers.title","Congratulations, you're good to go!","Gratuliere – du bist reisefertig!"
".formButtons.login","Login","Anmelden"
".formButtons.save","Save","Speichern"
".formButtons.saving","Saving...","Wird gespeichert..."
".formLabels.dateOfBirth","Date of Birth","Geburtsdatum"
".formLabels.gender","Gender","Geschlecht"
".formLabels.commonName","Common Name","Name"
".formLabels.firstName","First Name","Vorname"
".formLabels.middleName","Middle Name","Zweiter Vorname"
".formLabels.lastName","Last Name","Nachname"
".formLabels.nationality","Nationality","Staatsangehörigkeit"
".formLabels.placeOfBirth","Place of Birth","Geburtsort"
".formLabels.passportNumber","Passport #","Reisepassnummer"
".formLabels.issueDate","Issue Date","Ausstelldatum"
".formLabels.placeOfIssue","Place of Issue","Ausstellungsort"
".formLabels.expirationDate","Expiration Date","Ablaufdatum"
".formLabels.other","Bus, Train, Boat, other","Bus, Zug, Boot oder anderem"
".formLabels.flight","Flight","Flugzeug"
".formLabels.connectingFlight","Connecting Flight","Anschlussflug"
".formLabels.departureDate","Flight Date","Flugdatum"
".formLabels.departureAirport","From Airport","Vom Flughafen"
".formLabels.connectingAirport","Connecting Airport","Anschlussflughafen"
".formLabels.startDate","Start Date","Startdatum"
".formLabels.finishDate","End Date","Enddatum"
".formLabels.policyType","Policy Type","Versicherungstyp"
".formLabels.policyNumber","Policy Number","Polizzennummer"
".formLabels.policyEmergencyPhoneNumber","Policy Emergency Phone Number","Versicherungs-Notrufnummer"
".formLabels.policyProvider","Policy Provider","Versicherungsanbieter"
".formLabels.waiverCertifyGuardian","I certify that I am the parent/guardian.","Ich bestätigte, dass ich der Elternteil/gesetzliche Vormund bin."
".formLabels.waiverAcknowledgementMinor","I, the guardian/parent of {paxName}, have read and hereby agree with
                         the above waiver on behalf of the minor on {date}.","Ich, gesetzlicher Vormund/Elternteil von {paxName}, habe obige Verzichtserklärung gelesen
und stimme dieser im Namen des/der Minderjährigen zu. {date}."
".formLabels.waiverGuardianFirstName","Guardian/Parent's First Name","Vorname Elternteil/gesetzlicher Vormund"
".formLabels.waiverGuardianLastName","Guardian/Parent's Last Name","Nachname Elternteil/gesetzlicher Vormund"
".formLabels.waiverGuardianEmail","Guardian/Parent's Email","E-Mail Elternteil/gesetzlicher Vormund"
".formLabels.waiverAcknowledgement","I, {paxName}, have read and hereby agree with the above waiver on {date}.","Ich, {paxName}, habe obige Verzichtserklärung gelesen und stimme dieser zu. {date}."
".formLabels.stubCompletionPrompt","Unfortunately this requirement cannot be fulfilled online.
                         Please {contactPrompt} to complete it.","Leider kann dieser Schritt nicht online abgeschlossen werden.
Bitte {contactPrompt}, um diesen Schritt abzuschließen."
".formLabels.stubCompletionPromptWithEmail","Unfortunately this requirement cannot be fulfilled online.
                         Please email {contactPromptWithEmail} with your scan attached to complete the requirement.","Leider kann dieser Schritt nicht online abgeschlossen werden.
Bitte {contactPromptWithEmail}, um diesen Schritt abzuschließen."
".formLabels.stubCompletionMedicalPrompt","Due to the remote location and limited medical access of Expedition
                         tours travelling to the Arctic and Antarctic, please consult with your
                         doctor to complete the medical form available at {link}.","Aufgrund der Abgeschiedenheit und des eingeschränkten Zugangs
zu medizinischer Versorgung während Expeditionsreisen in der Arktis und Antarktis bitten wir dich,
das unter {link} abrufbare medizinische Formular gemeinsam mit deinem Arzt auszufüllen."
".formLabels.stubCompletionLiabilityWaiverPrompt","We require a special Acknowledgement and Assumption of Risk waiver to
                         be signed. Please download {thisDocument}, sign, and email to {email}.","Du musst eine spezielle Bestätigung und Risikoübernahme/Verzichtserklärung unterschreiben.
Bitte {thisDocument} herunterladen, unterschreiben und per E-Mail an {email} schicken."
".formLabels.stubCompletionLiabilityWaiverKayakingPrompt","We require a special Kayaking Acknowledgement and Assumption of Risk waiver to
                         be signed. Please download {thisDocument}, sign, and email to {email}.","Für die Kajak-Aktivität musst du eine spezielle Bestätigung und Risikoübernahme/
Verzichtserklärung unterschreiben. Bitte {thisDocument} herunterladen, unterschreiben und per E-Mail an {email} schicken."
".formLabels.stubComplete","This requirement is complete, thank you.","Diese Voraussetzung ist abgeschlossen. Danke."
".formMessages.close","Close","Schließen"
".formMessages.congratulations","Congratulations!","Gratuliere!"
".formMessages.reqSetComplete","This requirement is complete. Fields will be locked for editing after the due date.","Diese Voraussetzung ist abgeschlossen. Nach dem Fälligkeitsdatum werden Felder gesperrt und können nicht mehr geändert werden."
".formOptions.genderLabels.1","Male","Männlich"
".formOptions.genderLabels.2","Female","Weiblich"
".formOptions.monthLabels.1","January","Januar"
".formOptions.monthLabels.2","February","Februar"
".formOptions.monthLabels.3","March","März"
".formOptions.monthLabels.4","April","April"
".formOptions.monthLabels.5","May","Mai"
".formOptions.monthLabels.6","June","Juni"
".formOptions.monthLabels.7","July","Juli"
".formOptions.monthLabels.8","August","August"
".formOptions.monthLabels.9","September","September"
".formOptions.monthLabels.10","October","Oktober"
".formOptions.monthLabels.11","November","November"
".formOptions.monthLabels.12","December","Dezember"
".formOptions.nationalityLabels.1","Afghanistan","Afghanistan"
".formOptions.nationalityLabels.2","Albanian","Albaner"
".formOptions.nationalityLabels.3","Algerian","Algerier"
".formOptions.nationalityLabels.4","American Samoan","Amerikanisch-Samoa"
".formOptions.nationalityLabels.5","Andorran","Andorraner"
".formOptions.nationalityLabels.6","Angolan","Angolaner"
".formOptions.nationalityLabels.7","Anguillan","Anguilla"
".formOptions.nationalityLabels.8","Antigua and Barbuda","Antigua und Barbuda"
".formOptions.nationalityLabels.9","Argentinian","Argentinier"
".formOptions.nationalityLabels.10","Armenian","Armenier"
".formOptions.nationalityLabels.11","Aruban","Aruba"
".formOptions.nationalityLabels.12","Australian","Australier"
".formOptions.nationalityLabels.13","Austrian","Österreicher"
".formOptions.nationalityLabels.14","Azerbaijani","Aserbaidschan"
".formOptions.nationalityLabels.15","Bahamian","Bahamaer"
".formOptions.nationalityLabels.16","Bahranian","Bahrainer"
".formOptions.nationalityLabels.17","Bangladeshi","Bangladescher"
".formOptions.nationalityLabels.18","Barbadian","Barbadier"
".formOptions.nationalityLabels.19","Belarus","Belarus"
".formOptions.nationalityLabels.20","Belgian","Belgier"
".formOptions.nationalityLabels.21","Belizean","Belizer"
".formOptions.nationalityLabels.22","Beninese","Beniner"
".formOptions.nationalityLabels.23","Bermuda","Bermuda"
".formOptions.nationalityLabels.24","Bhutanese","Bhutaner"
".formOptions.nationalityLabels.25","Bolivian","Bolivianer"
".formOptions.nationalityLabels.26","Bonaire","Bonaire"
".formOptions.nationalityLabels.27","Bosnian","Bosnier"
".formOptions.nationalityLabels.28","Botswanan","Botswaner"
".formOptions.nationalityLabels.29","Bouvet Island","Bouvetinsel"
".formOptions.nationalityLabels.30","Brazilian","Brasilianer"
".formOptions.nationalityLabels.31","British","Brite"
".formOptions.nationalityLabels.32","British Virgin Islands","Britische Jungferninseln"
".formOptions.nationalityLabels.33","Brunei","Brunei"
".formOptions.nationalityLabels.34","Bulgarian","Bulgare"
".formOptions.nationalityLabels.35","Burkina Faso","Burkina Faso"
".formOptions.nationalityLabels.36","Burmese","Burmeser"
".formOptions.nationalityLabels.37","Burundi","Burunder"
".formOptions.nationalityLabels.38","Cambodian","Kambodschaner"
".formOptions.nationalityLabels.39","Cameroon","Kameruner"
".formOptions.nationalityLabels.40","Canadian","Kanadier"
".formOptions.nationalityLabels.41","Cape Verde Islands","Kap Verde"
".formOptions.nationalityLabels.42","Cayman Islands","Kaimaninseln"
".formOptions.nationalityLabels.43","Central African","Zentralafrikanische Republik"
".formOptions.nationalityLabels.44","Chad","Tschader"
".formOptions.nationalityLabels.45","Chilean","Chilene"
".formOptions.nationalityLabels.46","Chinese","Chinese"
".formOptions.nationalityLabels.47","Christmas Island","Weihnachtsinsel"
".formOptions.nationalityLabels.48","Clipperton Island","Clipperton-Insel"
".formOptions.nationalityLabels.49","Cocos Islands","Kokosinseln"
".formOptions.nationalityLabels.50","Colombian","Kolumbianer"
".formOptions.nationalityLabels.51","Comoros","Komoren"
".formOptions.nationalityLabels.52","Congo","Demokratische Republik Kongo"
".formOptions.nationalityLabels.53","Cook Islands","Cookinseln"
".formOptions.nationalityLabels.54","Costa Rican","Costa Ricaner"
".formOptions.nationalityLabels.55","Croatian","Kroate"
".formOptions.nationalityLabels.56","Cuban","Kubaner"
".formOptions.nationalityLabels.57","Curacao","Curaçao"
".formOptions.nationalityLabels.58","Cyprus","Zypern"
".formOptions.nationalityLabels.59","Czech","Tscheche"
".formOptions.nationalityLabels.60","Danish","Däne"
".formOptions.nationalityLabels.61","Djibouti","Dschibuti"
".formOptions.nationalityLabels.62","Dominican","Dominicaner"
".formOptions.nationalityLabels.63","Dominican Republic","Dominikanische Republik"
".formOptions.nationalityLabels.64","DR Congo","Demokratische Republik Kongo"
".formOptions.nationalityLabels.65","Dutch","Niederländer"
".formOptions.nationalityLabels.66","Ecuadorian","Ecuadorianer"
".formOptions.nationalityLabels.67","Egyptian","Ägypter"
".formOptions.nationalityLabels.68","El Salvadorian","Salvadorianer"
".formOptions.nationalityLabels.69","Equatorial Guinea","Äquatorialguinea"
".formOptions.nationalityLabels.70","Eritrean","Eritreer"
".formOptions.nationalityLabels.71","Estonian","Este"
".formOptions.nationalityLabels.72","Ethiopian","Äthiopier"
".formOptions.nationalityLabels.73","Falkland Islands","Falkland-Inseln"
".formOptions.nationalityLabels.74","Faroe Islands","Färöer"
".formOptions.nationalityLabels.75","Fijian","Fidschianer"
".formOptions.nationalityLabels.76","Filipino","Philippiner"
".formOptions.nationalityLabels.77","Finnish","Finne"
".formOptions.nationalityLabels.78","French","Französisch"
".formOptions.nationalityLabels.79","French Guiana","Französisch-Guayana"
".formOptions.nationalityLabels.80","French Polynesia","Französisch-Polynesien"
".formOptions.nationalityLabels.81","Gabonese","Gabuner"
".formOptions.nationalityLabels.82","Gambian","Gambier"
".formOptions.nationalityLabels.83","Georgian","Georgier"
".formOptions.nationalityLabels.84","German","Deutsch"
".formOptions.nationalityLabels.85","Ghanan","Ghanaer"
".formOptions.nationalityLabels.86","Gibraltar","Gibraltar"
".formOptions.nationalityLabels.87","Greek","Grieche"
".formOptions.nationalityLabels.88","Greenland","Grönland"
".formOptions.nationalityLabels.89","Grenada","Grenader"
".formOptions.nationalityLabels.90","Guadaloupe","Guadeloupe"
".formOptions.nationalityLabels.91","Guam","Guam"
".formOptions.nationalityLabels.92","Guatemalan","Guatemala"
".formOptions.nationalityLabels.93","Guinea","Guineer"
".formOptions.nationalityLabels.94","Guinea-Bissau","Guinea-Bissauer"
".formOptions.nationalityLabels.95","Guyanese","Guyaner"
".formOptions.nationalityLabels.96","Haitian","Haitianer"
